track_id,track_name,artists,artist_ids,album,release_date,popularity,duration_ms,preview_url,spotify_url,mood_label,search_query,tags,source_type,source_id,source_name,data_origin
2GgqnsIe9oNOfXN4YCI2eo,Fancy Like (feat. Kesha),"Walker Hayes, Kesha",7sKxqpSqbIzphAKAhrqvlf|6LqNN22kT3074XbTVUrhzX,Fancy Like (feat. Kesha),2021-09-10,,161853,,https://open.spotify.com/track/2GgqnsIe9oNOfXN4YCI2eo,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
6tdPdm7CIXf9H46e4XETXK,Celeb Date,Low G,6TITnFVRcl0AcZ4syE7Toe,L2K,2025-10-21,,196233,,https://open.spotify.com/track/6tdPdm7CIXf9H46e4XETXK,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
6igvVUoaXpWsRjd4xiDixU,Da Key,GUrbane,5SdxHHfstcRfGIxOw1ghSN,Gentle Bad,2024-05-25,,178285,,https://open.spotify.com/track/6igvVUoaXpWsRjd4xiDixU,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
0uNiJnKGuiX9SaUoLpXG96,BIGTEAM BIGDREAM,"BigDaddy, Dangrangto, HURRYKNG, Pháp Kiều, $A Lil Van, 7dnight, An Roy $8386, Coldzy, gung0cay, Nhật Hoàng",3Tehj7YghQc7zH0I1faGc6|5xY6E5PMZNtz9jDvxTRiGI|5ulyphh5uJrH4Gb1JpSMkV|13c4ijEkXNvEFoxGxwp5Su|4F0sznYlOaPsaqHeFKKzdY|3gucoX521KgXuoUnRbn0Bn|2OISjujSpV2sYk5cmo9uTn|401ikVSob52311M6Fwnunt|1Z3xp9Er70GeoUjeB77vJc|1owVn9TB2AwdiPqkaD29wX,BIGTEAM BIGDREAM,2025-05-04,,530268,,https://open.spotify.com/track/0uNiJnKGuiX9SaUoLpXG96,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
7nGuT0EfqQ1TXcADEKwB6Q,Day Drunk,Morgan Evans,6fzQ81ouajOEFqCIB9VwrS,Things That We Drink To,2018-10-12,,194898,,https://open.spotify.com/track/7nGuT0EfqQ1TXcADEKwB6Q,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
6lfREKErU56474Gp14kNC0,day n nite,Ánh Sáng AZA,0agWx6vy0Ss4FGafO8bEYc,CHÓI,2026-03-29,,175359,,https://open.spotify.com/track/6lfREKErU56474Gp14kNC0,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
2kGr45du9zRclhlcqJZpmm,Dắt Anh Về Nhà,"Thoại Nghi, ICM, Mhee",0RKO9apqLv21yxEPU8v3NT|6kuERXgoQuYGDs0onogMvZ|5ZhTl7bT6oDSoXIq1Zzf53,Dắt Anh Về Nhà,2025-01-15,,236443,,https://open.spotify.com/track/2kGr45du9zRclhlcqJZpmm,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
1zmv0tPVWdbCuvBw90MYwO,I'm Ready For You,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,A N N I V E R S A R Y,2020-10-02,,174093,,https://open.spotify.com/track/1zmv0tPVWdbCuvBw90MYwO,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
6ch2OS1ltonn0GdOhhssGA,(Dancing On A) Saturday Night,Bay City Rollers,3r9TXuXfOUxXjgYgAR0fP8,Absolute Rollers-The Very Best Of Bay City Rollers,1995-02-20,,176706,,https://open.spotify.com/track/6ch2OS1ltonn0GdOhhssGA,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
2wXHTHJDDEpv6N5euoGjRC,Silent Disco,JADE,24b0qNYNgeOfpP5rbljIB3,THAT'S SHOWBIZ BABY! THE ENCORE,2025-12-05,,207493,,https://open.spotify.com/track/2wXHTHJDDEpv6N5euoGjRC,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
170r1Z4FvtZzna5KbDZAfk,TAN CA,"Đạt Ozy, PiaLinh",2TgBoAZbDfLD4PlxLR2F9o|5Xn0cJrrcslCWCzPXNTy54,TAN CA,2023-10-26,,223893,,https://open.spotify.com/track/170r1Z4FvtZzna5KbDZAfk,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
4C0tCOxH2KCdqZpGbIrvTh,thế giới của anh,"Dangrangto, DONAL",5xY6E5PMZNtz9jDvxTRiGI|3rSAej8VUifF02zpsGjsRZ,để dành cho em,2026-02-26,,263986,,https://open.spotify.com/track/4C0tCOxH2KCdqZpGbIrvTh,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
78zYiMv9yNTHgmm6kaUPCm,Saturday Night,Bay City Rollers,3r9TXuXfOUxXjgYgAR0fP8,Shang-A-Lang,1993-05-14,,174400,,https://open.spotify.com/track/78zYiMv9yNTHgmm6kaUPCm,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
1FqasG1vRaeT0QlAySFq5N,I Love My Country,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,Greatest Hits (Expanded Edition),2026-06-05,,185188,,https://open.spotify.com/track/1FqasG1vRaeT0QlAySFq5N,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
0lnpnsrVaW9elGgRxpDCgE,Fancy Like,Walker Hayes,7sKxqpSqbIzphAKAhrqvlf,Fancy Like (feat. Kesha),2021-09-10,,161853,,https://open.spotify.com/track/0lnpnsrVaW9elGgRxpDCgE,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
2Z7FT1lDIAwdAtoQNHNWxB,Saturday Night,Bay City Rollers,3r9TXuXfOUxXjgYgAR0fP8,Rollin',1974,,174466,,https://open.spotify.com/track/2Z7FT1lDIAwdAtoQNHNWxB,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
1T7YekLNj1L1Q1XedsQQxi,Souls,Datmaniac,56su1iNcOlGUPEtBoOoJ5D,Sao Đủ Để Bao Phủ,2024-05-22,,206769,,https://open.spotify.com/track/1T7YekLNj1L1Q1XedsQQxi,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
0clSHsrHl2irBkObcLEZqS,I Love My Country,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,Life Rolls On,2021-02-12,,185466,,https://open.spotify.com/track/0clSHsrHl2irBkObcLEZqS,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
1tBNOaEglfvRysXxnoEHii,I'm Sorry,24wavey,6vIlYriHqiQklKKNhxi1RB,I'm Sorry,2023-11-02,,136969,,https://open.spotify.com/track/1tBNOaEglfvRysXxnoEHii,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
5blHL2xSCGv00fr1DGuvEf,I Love My Country,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,6-Pack,2020-05-22,,184573,,https://open.spotify.com/track/5blHL2xSCGv00fr1DGuvEf,romantic,date night playlist,"romantic,date night playlist",search,date night playlist,date night playlist,search
2o5GFRWMycSU5RseKe8cgS,The Return of Lowkey,Lowkey,7lNJ1ZVAHcx6V4HqC68xRY,The Return of Lowkey,2019-01-24,,440307,,https://open.spotify.com/track/2o5GFRWMycSU5RseKe8cgS,energetic,high energy edm playlist,"energetic,high energy edm playlist",search,high energy edm playlist,high energy edm playlist,search
6U7ejsLNjqGR6ODtMaTIoR,Fire-Textbook,"TLong, LKT Media",26qIfHV2sbOiRqapo4b2Cu|1u0adkcVLgL6xoO1HGax4J,"Techno Mix EDM, Vol.3",2026-06-10,,294000,,https://open.spotify.com/track/6U7ejsLNjqGR6ODtMaTIoR,energetic,high energy edm playlist,"energetic,high energy edm playlist",search,high energy edm playlist,high energy edm playlist,search
17cWyfDWPEwLRbpLkjPInD,Tây Bắc Núi Rừng Hùng Vĩ - Tây Bắc EDM,"Vmotion, A Phủ, AudioBay",1rWKZfqOnZLTM54XxuYlro|3ZDkdT93cxUPXsZLiVU4ye|2fNqA7eHvSiGWKuvncMygL,"Tuyển Tập EDM Tây Bắc: Phong Cảnh Núi Rừng, Vol. 01 (Tây Bắc EDM)",2024-07-28,,180000,,https://open.spotify.com/track/17cWyfDWPEwLRbpLkjPInD,energetic,high energy edm playlist,"energetic,high energy edm playlist",search,high energy edm playlist,high energy edm playlist,search
4MBA5divJnGAgWzJsSVqB2,432 Hz Ease Anxiety,Miracle Tones,4rXABp4A7KjG9elWFNAbO4,432 Hz Deep Healing,2020-03-27,,134000,,https://open.spotify.com/track/4MBA5divJnGAgWzJsSVqB2,stressed,anxiety relief playlist,"stressed,anxiety relief playlist",search,anxiety relief playlist,anxiety relief playlist,search
1lQ1MItsKTgAcauKVYiR1v,Painkiller,Beach Bunny,2vnB6tuQMaQpORiRdvXF9H,Prom Queen,2018-08-10,,216146,,https://open.spotify.com/track/1lQ1MItsKTgAcauKVYiR1v,stressed,anxiety relief playlist,"stressed,anxiety relief playlist",search,anxiety relief playlist,anxiety relief playlist,search
16ZeUTqFU9ECecDYVJdymO,I Was Happy When I Wrote This (Delusional),Semicupric,1BCMvny8DIrxpudfPsLZ40,I Was Happy When I Wrote This (Delusional),2022-12-09,,233731,,https://open.spotify.com/track/16ZeUTqFU9ECecDYVJdymO,stressed,anxiety relief playlist,"stressed,anxiety relief playlist",search,anxiety relief playlist,anxiety relief playlist,search
3eDle8gb7iyBRbllC1TPA1,Theres Hope,J-cielo,7GrQylKiCBnm6YWjJJDn5l,Theres Hope,2026-02-28,,186618,,https://open.spotify.com/track/3eDle8gb7iyBRbllC1TPA1,stressed,anxiety relief playlist,"stressed,anxiety relief playlist",search,anxiety relief playlist,anxiety relief playlist,search
0qwoBdMnysN7dDT6tK3fcE,Panic,Movements,1kkyfIopIiVvaPHHlbsfac,No Good Left To Give (B-Sides),2021-08-20,,188325,,https://open.spotify.com/track/0qwoBdMnysN7dDT6tK3fcE,stressed,anxiety relief playlist,"stressed,anxiety relief playlist",search,anxiety relief playlist,anxiety relief playlist,search
0JzNOFN9AfxWYCQX8kfiyp,Anh Là Ai,Phương Ly,5Kh0ta0UY4uJ4g2CIdq9V9,Anh Là Ai,2019-05-15,,257013,,https://open.spotify.com/track/0JzNOFN9AfxWYCQX8kfiyp,romantic,love ballads playlist,"romantic,love ballads playlist",search,love ballads playlist,love ballads playlist,search
4rX0i02dd8ERoZR0kAFsag,Marry Me - Ballad Version,Mr. Siro,35HU1GT1q797EwZsP8uduO,Marry Me,2016-01-01,,120951,,https://open.spotify.com/track/4rX0i02dd8ERoZR0kAFsag,romantic,love ballads playlist,"romantic,love ballads playlist",search,love ballads playlist,love ballads playlist,search
3kE5f2tSZQcztn6KrQ31Ge,Lắng Nghe Nước Mắt,Mr. Siro,35HU1GT1q797EwZsP8uduO,Lắng Nghe Nước Mắt,2012-09-29,,323974,,https://open.spotify.com/track/3kE5f2tSZQcztn6KrQ31Ge,romantic,love ballads playlist,"romantic,love ballads playlist",search,love ballads playlist,love ballads playlist,search
1Eu9R4dEQh8229dqaFt4ox,Hạnh Phúc Mới - Ballad,"Beta Music, PhongG",3gCBwGyvRz4OXwCZ1QHHzF|7BpEU1GGh7rudaCIFUbqTp,Hạnh Phúc Mới (Ballad),2025-12-31,,342235,,https://open.spotify.com/track/1Eu9R4dEQh8229dqaFt4ox,romantic,love ballads playlist,"romantic,love ballads playlist",search,love ballads playlist,love ballads playlist,search
1vuCugdoHIJyQSzG6YbdV1,YÊU VÀ THƯƠNG KHÓ QUÁ,Aki Khoa,53JNMiVsONEvCbF6jHpwdk,YÊU VÀ THƯƠNG KHÓ QUÁ,2022-05-17,,365129,,https://open.spotify.com/track/1vuCugdoHIJyQSzG6YbdV1,romantic,love ballads playlist,"romantic,love ballads playlist",search,love ballads playlist,love ballads playlist,search
5WPSpZOoIvcgJEN4qn4LUF,Mở Lối Cho Em,"Lương Quý Tuấn, Hữu Công",6hkqtv6Qx5AfoTGjBolcxQ|0qesAEWnnSn6Wi6icundVh,Mở Lối Cho Em,2024-05-04,,300068,,https://open.spotify.com/track/5WPSpZOoIvcgJEN4qn4LUF,romantic,love ballads playlist,"romantic,love ballads playlist",search,love ballads playlist,love ballads playlist,search
63ZKJhZSt3jegkWVgaBJq6,Co Giang Tinh (Ballad Version),X2X,1d4YJtFsbGtOL4b06ylPom,Co Giang Tinh (Ballad Version),2020-04-27,,283200,,https://open.spotify.com/track/63ZKJhZSt3jegkWVgaBJq6,romantic,love ballads playlist,"romantic,love ballads playlist",search,love ballads playlist,love ballads playlist,search
3omUS6A8wl9Mlgan3uQ6Gu,RUN IT BACK,B-Wine,68Vj5ArAHBx2K0osGDXK4K,ĐỘC,2026-05-22,,249774,,https://open.spotify.com/track/3omUS6A8wl9Mlgan3uQ6Gu,energetic,running playlist,"energetic,running playlist",search,running playlist,running playlist,search
0mJRxzu9Cbq4YoYveY6i1o,Victory in Every Step,Lofi-in,6wPSqHtSRPqwBuRDBAU90H,RUNNING PLAYLIST,2025-09-22,,165119,,https://open.spotify.com/track/0mJRxzu9Cbq4YoYveY6i1o,energetic,running playlist,"energetic,running playlist",search,running playlist,running playlist,search
2QICYDrUTQ6bkE40bJqAYW,Miles of Pride,Lofi-in,6wPSqHtSRPqwBuRDBAU90H,RUNNING PLAYLIST,2025-09-22,,224519,,https://open.spotify.com/track/2QICYDrUTQ6bkE40bJqAYW,energetic,running playlist,"energetic,running playlist",search,running playlist,running playlist,search
5Ss7wCp22FOAbfeg75KllJ,Chạy Về Nơi Phía Anh,Khắc Việt,7luDDYsfkSivBsoTz3BKMq,Chạy Về Nơi Phía Anh,2022-02-14,,180632,,https://open.spotify.com/track/5Ss7wCp22FOAbfeg75KllJ,energetic,running playlist,"energetic,running playlist",search,running playlist,running playlist,search
4xbpZPT9rISIL483eH0vMF,Chạy Mãi,"PAR SG, Galaxyy",5yE1xvNIbuEB2kkopCuCVY|0ZIJokI7PUnSoUqPumMbTv,Chạy Mãi,2023-12-15,,160774,,https://open.spotify.com/track/4xbpZPT9rISIL483eH0vMF,energetic,running playlist,"energetic,running playlist",search,running playlist,running playlist,search
75N5Es0H1Fw3q2Ev6XUsb8,Chạy Khỏi Thế Giới Này (feat. Phương Ly) [Cukak Remix],"Da LAB, Phương Ly, Cukak",6zUWZmyi5MLOEynQ5wCI5f|5Kh0ta0UY4uJ4g2CIdq9V9|3swW6OR2g7qTY3626sqVW4,Chạy Khỏi Thế Giới Này (feat. Phương Ly) [Cukak Remix],2022-05-07,,294663,,https://open.spotify.com/track/75N5Es0H1Fw3q2Ev6XUsb8,energetic,running playlist,"energetic,running playlist",search,running playlist,running playlist,search
0qxYHQMBKiXAIxRZnB6kAr,Since You've Been Gone - Runner Remix,Workout Music,5njMahLKD1tLJ5bejvqseV,100 Pop Hits! Running Playlist,2026-06-04,,407586,,https://open.spotify.com/track/0qxYHQMBKiXAIxRZnB6kAr,energetic,running playlist,"energetic,running playlist",search,running playlist,running playlist,search
60dT9orIERKNmDjELQWlMp,Running Through Forgotten Days,NeXshow,66S8vgShdDXV9AnCZZinur,Whispers of a Lonely Heart Sad Relaxing Pop Playlist 2026,2026-06-14,,272599,,https://open.spotify.com/track/60dT9orIERKNmDjELQWlMp,energetic,running playlist,"energetic,running playlist",search,running playlist,running playlist,search
4MMnhIAvVaaUr7p5kWxu6u,Chạy Theo Đồng Tiền,Đoàn Lâm,1vzuR7EBzvfrqlSkOZlL6c,Tuyển Tập Nhạc Đời Hay Nhất 2022,2022-07-29,,253179,,https://open.spotify.com/track/4MMnhIAvVaaUr7p5kWxu6u,energetic,running playlist,"energetic,running playlist",search,running playlist,running playlist,search
2MguwECKqLb4NhMP5sAn2O,running plays,RAINEY,5ixSv7vZu1OwyzbbnoW9mc,running plays,2026-02-01,,145000,,https://open.spotify.com/track/2MguwECKqLb4NhMP5sAn2O,energetic,running playlist,"energetic,running playlist",search,running playlist,running playlist,search
0V4Q8By3wDsqyHLGbqHNNG,Million Voices,Pumped Up DJs,2YSs6SETkdhnFdxUt6qe85,"Top 40 Summer Running Hits Playlist 2014 - 40 Essential Fitness & Workout Hits - Perfect for Jogging, Running, Gym and Weight Loss",2014-06-23,,188000,,https://open.spotify.com/track/0V4Q8By3wDsqyHLGbqHNNG,energetic,running playlist,"energetic,running playlist",search,running playlist,running playlist,search
6rSDbhfau3gMKDnEcfe7fe,Nhạc Spa Thư Giãn Dễ Ngủ,VPROD Publishing,3dUmEhUirCU4ScZ8aozWcN,Nhạc Spa Thư Giãn,2021-08-23,,1200000,,https://open.spotify.com/track/6rSDbhfau3gMKDnEcfe7fe,stressed,spa music playlist,"stressed,spa music playlist",search,spa music playlist,spa music playlist,search
5zxvUuz20ekeDYUf3crtG3,"Nhạc Thư Giãn Nhẹ Nhàng Cho Spa, Giúp Bạn Thư Giãn Đầu Óc Và Ngủ Ngon",VPROD Publishing,3dUmEhUirCU4ScZ8aozWcN,Nhạc Spa Thư Giãn,2021-08-23,,1220000,,https://open.spotify.com/track/5zxvUuz20ekeDYUf3crtG3,stressed,spa music playlist,"stressed,spa music playlist",search,spa music playlist,spa music playlist,search
09xrod5EEWe5PbnmHNLCHF,Nhạc Spa Thư Giãn Dễ Ngủ Với Tiếng Piano,VPROD Publishing,3dUmEhUirCU4ScZ8aozWcN,Nhạc Spa Thư Giãn,2021-08-23,,1196000,,https://open.spotify.com/track/09xrod5EEWe5PbnmHNLCHF,stressed,spa music playlist,"stressed,spa music playlist",search,spa music playlist,spa music playlist,search
0tBZz4HhyvUgnPpLgaebXH,Spacious Music for Contemplating,Relaxing Morning Jazz Playlist,5rGOlqdUMeM3kP3tvdj6yM,Exquisite Background Music for Study Sessions,2020-09-30,,116756,,https://open.spotify.com/track/0tBZz4HhyvUgnPpLgaebXH,stressed,spa music playlist,"stressed,spa music playlist",search,spa music playlist,spa music playlist,search
6ecdnYq7ob5tvxlT3U2xwV,Nu Cep,Wxrdie,1Jmkhzve9TuXHUUWGmpANw,THE WXRDIES,2024-11-12,,155428,,https://open.spotify.com/track/6ecdnYq7ob5tvxlT3U2xwV,energetic,cardio hits playlist,"energetic,cardio hits playlist",search,cardio hits playlist,cardio hits playlist,search
2Au9E9wwk7b7KmdBnoWp5Q,CUA,"MANBO, HIEUTHUHAI",2rKtPYcwYmevNcaqzJOwvf|5HZtdKfC4xU0wvhEyYDWiY,CUA,2020-04-05,,193475,,https://open.spotify.com/track/2Au9E9wwk7b7KmdBnoWp5Q,energetic,cardio hits playlist,"energetic,cardio hits playlist",search,cardio hits playlist,cardio hits playlist,search
4SKQ8Ix4Fn0CfKZ4V0Cxbg,Hót Hòn Họt,"Hương Giang, Saabirose, D.A",1L2VD3TPgcbUod5IID06xJ|3IMLi0C3EgNuwDiksTxiS5|1K90lslp04EFnCGLv2edKQ,Hót Hòn Họt,2023-11-18,,227666,,https://open.spotify.com/track/4SKQ8Ix4Fn0CfKZ4V0Cxbg,energetic,cardio hits playlist,"energetic,cardio hits playlist",search,cardio hits playlist,cardio hits playlist,search
2MFqzQ3eJPM1dHCaioyU1s,"SOS (feat. RHYDER, Captain, Quang Hùng MasterD, WEAN & Ali Hoàng Dương)","ANH TRAI ""SAY HI"", RHYDER, CAPTAIN BOY, Quang Hùng MasterD, WEAN, Ali Hoàng Dương",4wZ6awunqaaVLl5j0WpDFu|1W2pigH6UYwuTuFbwoSfVZ|1pKPrziZw7C4GvOlBIXqP5|0slOzRzTQb1RBBVJbvRITP|30eFAXoU2kTjJPf2cq80B8|4RPhZ2g5GYff0hKNBlZKXh,"ANH TRAI ""SAY HI"" (Live Stage 4)",2024-08-26,,278974,,https://open.spotify.com/track/2MFqzQ3eJPM1dHCaioyU1s,energetic,cardio hits playlist,"energetic,cardio hits playlist",search,cardio hits playlist,cardio hits playlist,search
